300
NIKOSINA-PAKROJA 0:101
PEDEDZE-SUHUMI 115:84
BRISELE-ROSTOKA 15:85
VANAGI-DAIVANA 115:9
OBELIJA-VANAGI 115:91
PALERMO-VIDZEME 150:1
HUDZONA-DAIVANA 150:102
KAMPALA-LUCERNA 150:103
PITRAGS-TALLINA 150:106
HARBINA-MEKSIKA 150:111
PITRAGS-SEVERNA 150:111
NIKOSINA-ASALNI 150:111
PRIENI-AIZVOLGA 150:112
ALABAMA-SKOTIJA 150:113
SALIENA-SAFOLKA 150:113
PRIENI-LEIPCIGA 150:119
MENORKA-SALVANA 150:122
KAPZEME-SAFOLKA 150:123
MAJORKA-ILMENIS 150:123
MILVOKI-LIVORNA 150:124
MILVOKI-TEBRIZA 150:135
MAKENZI-KAPZEME 150:136
HARBINA-LIVORNA 150:138
TRIPOLE-KAIBALA 150:139
MUKDENA-SIESIKI 150:14
VIDAUJA-MARVELE 150:142
KAZBEKS-UKRAINA 150:143
MANHEIMA-SUDETI 150:148
LUISVILA-DRUSTI 150:149
AMERIKA-MIRNIJA 150:149
SUHUMI-GARKALNE 150:17
SALIENA-NAHODKA 150:17
MIRNIJA-ARTJOMA 150:18
FORMOZA-NIAMEJA 150:22
TAIVANA-TOTNEMA 150:24
KURZEME-KAJENNA 150:25
VIDAUJA-ABADANA 150:31
PITRAGS-TOMBUKA 150:31
KAPZEME-KAPSUKA 150:33
KAMPALA-MAJORKA 150:33
ARTJOMA-KAJENNA 150:34
BRUNEJA-MUKDENA 150:34
METELIS-TOBRUKA 150:37
NANKINA-ORINOKO 150:4
HAUAIHE-LIVORNA 150:41
JERSIKA-ABAKANA 150:42
PENKULE-TOBRUKA 150:42
KAIBALA-LATGALE 150:49
MIRNIJA-POCIEMS 150:56
DUBLINA-ULBROKA 150:58
JAMAIKA-POCIEMS 150:59
SIESIKI-SIDNEJA 150:60
FORMOZA-TOMBUKA 150:60
NEAPOLE-TAIZEME 150:61
SALVANA-PASIENA 150:63
NANKINA-KVEBEKA 150:65
KAIBALA-ISIKULS 150:65
NEAPOLE-SIDNEJA 150:65
POLOCKA-MILVOKI 150:67
KARTENA-ULBROKA 150:67
PAKROJA-OREGONA 150:69
SALVANA-ABAKANA 150:69
ARIZONA-HAUAIHE 150:72
SIDNEJA-BENGAZI 150:75
HARTUMA-HAUAIHE 150:75
RIMINI-VIETALVA 150:79
ORINOKO-GVINEJA 150:81
RAVENNA-NANKINA 150:85
ALABAMA-GORKIJA 150:86
POLOCKA-SKOTIJA 150:87
TEBRIZA-MAJORKA 150:89
VIDUKLE-GAMBIJA 150:92
TERMEZA-PASVALE 150:93
BERGENA-SIDNEJA 150:93
AMERIKA-KAMBIJA 150:95
PAKROJA-JERSIKA 150:96
BRISELE-ANGLIJA 150:98
BERGENA-BIKINI 116:0
VANAGI-KRIMULDA 16:101
JAKUTIJA-DRUSTI 16:103
KAPZEME-FORMOZA 16:103
TOBRUKA-KAPSUKA 16:104
PEDEDZE-MAJORI 116:105
KAMPALA-ORINOKO 16:108
INDRAJI-MAJORKA 16:109
BENGAZI-DEMOINA 16:109
KAJENNA-VILGALE 16:11
VIDAUJA-SALIENA 16:111
HARBINA-SEVERNA 16:113
JAMAIKA-MENORKA 16:114
BIKINI-LAZDIJI 116:114
BRISELE-UKRAINA 16:115
KARTENA-KAMPALA 16:118
KAIBALA-PERLOJA 16:118
HAVANNA-LUCERNA 16:119
RAVENNA-RANGUNA 16:12
SEVILJA-BALTIJA 16:12
KAPZEME-ALABAMA 16:123
NEAPOLE-DEMOINA 16:125
BIKINI-OZOLAINE 16:128
SEVERNA-DAMASKA 16:132
NAHODKA-LATVIJA 16:134
KAZBEKS-TERMEZA 16:135
PAROGLE-SAKSIJA 16:137
BRUNEJA-ARTJOMA 16:14
CEILONA-KAMPALA 16:14
ULBROKA-GAMBIJA 16:14
SUHUMI-ISIKULS 116:141
BALTIJA-POCIEMS 16:141
PASIENA-RUMBULA 16:142
RIMINI-ROSTOKA 116:144
MUKDENA-VILGALE 16:149
KANTONA-HAVANNA 16:15
PITRAGS-RODOPI 116:16
TAHITI-ORINOKO 116:17
MIRNIJA-OBELIJA 16:18
ZEMGALE-ZAMBIJA 16:20
LIVORNA-SUDETI 116:20
ZAMBEZI-VIDZEME 16:21
BOMBEJA-ZAMBIJA 16:23
SIESIKI-BOSTONA 16:25
PEDEDZE-TOTNEMA 16:27
SUDETI-TENERIFE 16:29
MIRNIJA-BOMBEJA 16:29
VILGALE-ROSTOKA 16:31
PALERMO-SEVERNA 16:35
BAIREITA-KIGALI 16:39
ASALNI-SERBIJA 116:39
KAJENNA-RUMBULA 16:45
BRATSKA-GAMBIJA 16:47
DUBLINA-KAIBALA 16:5
ROZALIMA-RESIFI 16:51
LONDONA-BALTIJA 16:54
VANAGI-PAKROJA 116:57
SERBIJA-TOMBUKA 16:57
SALATI-TOBRUKA 116:6
ABADANA-BATUMI 116:6
ILINOISA-MAJORI 16:60
ARTJOMA-KAMAJI 116:61
ILINOISA-KAMAJI 16:64
PLOVDIVA-BATUMI 16:65
VANAGI-MIRNIJA 116:71
KORSIKA-VERSEKA 16:72
BATUMI-VERSEKA 116:74
HAIFONA-VIDUKLE 16:74
LAZDIJI-VATERLO 16:8
RIMINI-ABAKANA 116:82
LATGALE-MALAVI 116:83
POCIEMS-KAPSUKA 16:84
BOSTONA-KAMBIJA 16:85
MAJAMI-IGAUNIJA 16:86
BRATSKA-ROSTOKA 16:9
SAIGONA-NAHODKA 16:9
PITRAGS-PRIENI 116:97
VIDZEME-ANGLIJA 16:98
LIVORNA-VECUMI 117:1
GDANSKA-BOSTONA 17:100
RUMBULA-PUIKULE 17:106
VANAGI-TALLINA 117:109
TURCIJA-GORKIJA 17:111
SKOTIJA-PALERMO 17:112
MAJAMI-AMERIKA 117:113
INDRAJI-GAMBIJA 17:114
GRUZIJA-ILMENIS 17:12
ISIKULS-HAIFONA 17:122
TEBRIZA-PASVALE 17:122
FORMOZA-ROSTOKA 17:126
MALAVI-KARTENA 117:128
POCIEMS-GDANSKA 17:129
ZAMBEZI-KURZEME 17:129
POLOCKA-SILMALA 17:130
RIMINI-KURZEME 117:131
AMERIKA-PASIENA 17:14
ARKTIKA-VIDZEME 17:140
TENESIJA-KIGALI 17:140
ADELAIDA-BATUMI 17:141
VIDZEME-TAHITI 117:142
MENORKA-ROSTOKA 17:142
SIDNEJA-ILMENIS 17:143
GRUZIJA-MALAVI 117:144
LATVIJA-KARTENA 17:144
UKRAINA-KAMBIJA 17:147
SERBIJA-SAFOLKA 17:149
DAMASKA-TRIPOLE 17:149
LEIPCIGA-RIMINI 17:22
LOZANNA-LAZDIJI 17:23
ZAMBEZI-MAKENZI 17:23
DURBANA-TALLINA 17:24
ALABAMA-BENGAZI 17:28
KAZBEKS-BENGAZI 17:31
ZEMGALE-KIGALI 117:31
ORINOKO-RUMBULA 17:37
ARKTIKA-TALLINA 17:38
TOTNEMA-TAIZEME 17:40
BERGENA-MAJAMI 117:40
PAKROJA-PANERI 117:40
TERMEZA-DAMASKA 17:42
OLBERI-ARTJOMA 117:43
BOSTONA-SAFOLKA 17:45
GORKIJA-BENGAZI 17:46
BENGAZI-PAKROJA 17:53
BOSTONA-MAKENZI 17:55
NAHODKA-HAIFONA 17:55
AUSTRIJA-KAMAJI 17:59
METELIS-SEIRIJI 17:6
ROSTOKA-TRIPOLE 17:61
SAIGONA-KVEBEKA 17:62
MALAVI-LUISVILA 17:65
PASVALE-DUBLINA 17:65
MAKENZI-LATVIJA 17:65
MAJAMI-TENERIFE 17:66
ULBROKA-KANTONA 17:66
MIRNIJA-ASALNI 117:71
NEAPOLE-NAHODKA 17:72
PAKROJA-SKOTIJA 17:75
DOMINIKA-PANERI 17:75
LIVORNA-MAKENZI 17:76
HUDZONA-MEKSIKA 17:79
LOZANNA-BOMBEJA 17:82
MORONI-FORMOZA 117:85
TRIPOLE-MALAVI 117:86
SEVERNA-MAJORKA 17:88
ZAMBIJA-TOBRUKA 17:9
HAVANNA-KORSIKA 17:94
VIDUKLE-ORINOKO 17:97
PEDEDZE-RUMBULA 17:98
ARTJOMA-KAMBIJA 18:0
KAMAJI-BRISELE 118:101
SEIRIJI-POLOCKA 18:101
GAMBIJA-KAMAJI 118:106
HAVANNA-SAFOLKA 18:108
BATUMI-PALERMO 118:112
KIGALI-SALONIKI 18:112
MAJORKA-TAIZEME 18:118
BOSTONA-TEBRIZA 18:119
TRIPOLE-MEKSIKA 18:121
ROSTOKA-VERSEKA 18:123
BENGAZI-KORSIKA 18:124
INDRAJI-VILGALE 18:125
KRIMULDA-SUDETI 18:126
PASIENA-SAFOLKA 18:129
KAZBEKS-OLBERI 118:13
TENESIJA-MAJORI 18:13
UKRAINA-LIVORNA 18:132
MAKENZI-GVINEJA 18:134
PAROGLE-ISIKULS 18:138
BOMBEJA-TOMBUKA 18:14
MORONI-VIDAUJA 118:140
SALIENA-JANDZI 118:140
VIETALVA-ASALNI 18:141
ZAMBIJA-SIDNEJA 18:141
RESIFI-LUISVILA 18:141
MEKSIKA-SAIGONA 18:142
NAHODKA-METELIS 18:142
HARBINA-TOBRUKA 18:143
PERLOJA-VIDAUJA 18:145
SUHUMI-RUDAMINA 18:146
DRUSTI-PASIENA 118:146
KARLAILA-JANDZI 18:150
ILMENIS-MUKDENA 18:150
MIRNIJA-BOSTONA 18:16
CEILONA-GRUZIJA 18:2
SKOTIJA-BALTIJA 18:20
OBELIJA-HAIFONA 18:35
ZAMBEZI-HAUAIHE 18:37
PITRAGS-SAIGONA 18:42
ILMENIS-PRIENI 118:43
RODOPI-GRUZIJA 118:47
TOBRUKA-HAUAIHE 18:48
TALLINA-ZEMGALE 18:48
LOZANNA-TURCIJA 18:48
KAJENNA-DURBANA 18:48
PAROGLE-DEMOINA 18:49
RAVENNA-VECUMI 118:55
PASIENA-VANAGI 118:60
KAPZEME-MAJORI 118:62
BIKINI-MISISIPI 18:62
LATGALE-ZAMBIJA 18:63
BRUNEJA-KORSIKA 18:67
KAMPALA-LOZANNA 18:68
SILMALA-NANKINA 18:70
PRIENI-MAUNALOA 18:71
VECUMI-BRRONKSA 18:77
ARTJOMA-PAKROJA 18:82
POLOCKA-SUHUMI 118:86
VIDUKLE-BIKINI 118:89
SKOTIJA-SERBIJA 18:9
FORMOZA-PERLOJA 18:91
HAVANNA-BRATSKA 18:92
GROZNIJA-MAJAMI 18:92
KATOVICE-BATUMI 18:93
LONDONA-ULBROKA 18:96
RAVENNA-PASVALE 18:98
SAKSIJA-ASALNI 118:99
SILMALA-LIVORNA 19:0
BRRONKSA-ASALNI 19:0
DEMOINA-VERDENA 19:1
PAKROJA-TALLINA 19:10
VERDENA-DAMASKA 19:10
JERSIKA-PALERMO 19:10
GARKALNE-MAJORI 19:101
RESIFI-GRUZIJA 119:102
SILMALA-MILVOKI 19:105
PASVALE-BALTIJA 19:106
VANAGI-POLOCKA 119:108
PUIKULE-PAROGLE 19:109
PERLOJA-SKOTIJA 19:112
VANAGI-TUNISIJA 19:114
KUMBRI-POCIEMS 119:117
INDRAJI-SKOTIJA 19:119
PLOVDIVA-DRUSTI 19:120
RUMBULA-KAIBALA 19:121
DAMASKA-ILMENIS 19:122
OBELIJA-PEDEDZE 19:122
ROZALIMA-SUHUMI 19:127
MANHEIMA-RIMINI 19:128
OREGONA-GAMBIJA 19:13
ABAKANA-LIVORNA 19:131
SIDNEJA-SALIENA 19:134
GDANSKA-RESIFI 119:135
PAROGLE-ALABAMA 19:138
BRATSKA-SUDETI 119:14
LONDONA-KARTENA 19:141
PIEVOLGA-BROMLI 19:144
INDRAJI-LONDONA 19:145
MAKENZI-DURBANA 19:146
BATUMI-TOTNEMA 119:148
KAMAJI-POCIEMS 119:150
BOSTONA-MALAVI 119:2
INDRAJI-PASIENA 19:20
DEMOINA-MAKENZI 19:20
SALATI-RUDAMINA 19:21
TELAVIVA-TAHITI 19:23
JAMAIKA-GORKIJA 19:24
KAMPALA-ARKTIKA 19:24
GAMBIJA-ZEMGALE 19:25
VILGALE-ULBROKA 19:27
BERGENA-KAMAJI 119:28
VERSEKA-PALERMO 19:28
GAMBIJA-CEILONA 19:29
TERMEZA-PAKROJA 19:3
TOTNEMA-RUMBULA 19:31
KORSIKA-NAHODKA 19:37
KIGALI-SEVERNA 119:39
PASIENA-POCIEMS 19:40
AMERIKA-OBELIJA 19:40
ABADANA-HAUAIHE 19:42
ALABAMA-VIDAUJA 19:43
PALERMO-POLOCKA 19:45
SEVILJA-GVINEJA 19:46
DRUSTI-TAIZEME 119:47
TALLINA-ROSTOKA 19:47
DRUSTI-HUDZONA 119:47
POCIEMS-GAMBIJA 19:48
METELIS-LAZDIJI 19:48
TAHITI-SKOTIJA 119:51
LUCERNA-SERBIJA 19:52
VATERLO-BALTIJA 19:53
PRIENI-SAFOLKA 119:53
SILMALA-MALAVI 119:55
MORONI-UZBEKIJA 19:55
DAIVANA-BALTIJA 19:56
LONDONA-OLBERI 119:58
VIDAUJA-JANDZI 119:58
MIRNIJA-SALIENA 19:6
DEMOINA-DAMASKA 19:60
UKRAINA-LAZDIJI 19:61
UKRAINA-SALATI 119:62
KARTENA-TAHITI 119:63
MALAVI-BEREZINA 19:63
SALVANA-LIVORNA 19:65
GORKIJA-KORSIKA 19:67
POLOCKA-PASVALE 19:67
LOZANNA-MENORKA 19:68
OREGONA-SKOTIJA 19:7
OREGONA-HAIFONA 19:7
TRIPOLE-KIGALI 119:7
BRUNEJA-DRUSTI 119:73
ARKTIKA-LATVIJA 19:78
KAJENNA-BATUMI 119:79
TEBRIZA-SILMALA 19:79
PASVALE-DURBANA 19:80
BRRONKSA-KIGALI 19:81
ZAMBIJA-GORKIJA 19:82
MAJORKA-JANDZI 119:82
HAIFONA-PALERMO 19:87
PALERMO-SAFOLKA 19:88
GDANSKA-KUMBRI 119:91
LATGALE-PASIENA 19:99
BOSTONA-ZAMBEZI 2:0
PALERMO-VERDENA 2:0
HUDZONA-KUMBRI 92:1
ROSTOKA-TENESI 32:1
PITRAGS-LAPZEME 2:1
GRUZIJA-FORMOZA 2:1
ALABAMA-KIGALI 42:10
VIDZEME-SILMALA 2:10
SIESIKI-BIKINI 12:101
TERMEZA-VATERLO 2:101
OLBERI-PRIENI 112:101
BRATSKA-KIGALI 52:102
PENKULE-RESIFI 72:102
TAHITI-TRIPOLE 12:102
KAIBALA-RESIFI 42:103
MILVOKI-HARTUMA 2:103
VECUMI-ABADANA 62:104
KAIBALA-SUHUMI 92:104
BATUMI-BRUNEJA 72:104
SAKSIJA-SUHUMI 62:105
BROMLI-RANGUNA 22:105
TENESI-MUKDENA 52:106
SALVANA-BIKINI 82:106
VATERLO-DRUSTI 22:107
TRIPOLE-JANDZI 92:107
KAMAJI-RODOPI 112:107
BIKINI-AMERIKA 72:109
KAPZEME-KARTENA 2:11
SUDETI-KAMPALA 52:11
BENGAZI-INDRAJI 2:11
KVEBEKA-KIGALI 52:110
KUMBRI-OBELIJA 72:111
VIDUKLE-KANTONA 2:111
ASALNI-OBELIJA 22:112
KORSIKA-MALAVI 92:113
BENGAZI-SUHUMI 32:113
HAUAIHE-BATUMI 22:113
VILGALE-LATVIJA 2:113
ANGLIJA-SUHUMI 52:114
TOBRUKA-PRIENI 92:114
ALABAMA-JANDZI 42:114
SAKSIJA-SEIRIJI 2:115
BIKINI-ABADANA 32:116
VANAGI-POCIEMS 52:117
BATUMI-ZAMBEZI 12:117
KAZBEKS-TAIZEME 2:118
MAJAMI-HAIFONA 72:118
KAMAJI-KAMPALA 92:119
VECUMI-METELIS 32:12
DRUSTI-ABAKANA 32:120
ORINOKO-LATVIJA 2:120
BIKINI-LOZANNA 52:121
NAHODKA-KUMBRI 22:122
PEDEDZE-ASALNI 42:122
PAROGLE-LATGALE 2:122
MORONI-PENKULE 72:122
GDANSKA-BATUMI 22:123
SAIGONA-NIAMEJA 2:123
BOMBEJA-PASIENA 2:124
ARIZONA-TAIVANA 2:124
VANAGI-SALATI 122:124
TAIVANA-PANERI 72:125
VATERLO-SEVERNA 2:126
HAVANNA-MARVELE 2:126
SALATI-MARVELE 42:127
AMERIKA-BATUMI 52:128
FORMOZA-SUHUMI 52:128
PERLOJA-VANAGI 52:129
KIGALI-JAKUTIJA 2:129
SUDETI-KARTENA 82:13
MAJORI-SAIGONA 42:130
RUMBULA-MARVELE 2:130
RODOPI-RANGUNA 12:130
MALAVI-BAHREINA 2:130
MAJAMI-SEVERNA 62:131
MAJAMI-ARIZONA 72:132
VILGALE-MAJAMI 12:132
AMERIKA-MALAVI 32:132
ASALNI-ISIKULS 42:132
VANAGI-AMERIKA 72:133
PANERI-BRUNEJA 42:133
TENESI-JAMAIKA 32:134
SUHUMI-ABADANA 22:134
RODOPI-LAPZEME 42:134
HAVANNA-BERGENA 2:135
LATGALE-PANERI 12:135
VIDUKLE-ZEMGALE 2:137
SEVERNA-JAMAIKA 2:137
UKRAINA-KAMAJI 32:137
ABADANA-SKOTIJA 2:138
BROMLI-DURBANA 92:138
GDANSKA-RODOPI 32:138
MAUNALOA-MORONI 2:138
LATGALE-KIGALI 82:138
TURCIJA-JANDZI 62:139
MORONI-SIDNEJA 72:139
TENESI-BIKINI 102:14
RODOPI-TAIZEME 22:14
KAMAJI-RANGUNA 82:14
RESIFI-PEDEDZE 62:140
MALAVI-HAIFONA 22:140
KAMAJI-KAJENNA 52:140
RIMINI-JANDZI 122:140
VATERLO-TENESI 82:140
AMERIKA-BROMLI 42:141
BROMLI-MALAVI 102:141
MAJAMI-SIESIKI 32:142
ASALNI-KVEBEKA 12:143
BIKINI-KAJENNA 72:143
KAJENNA-SALVANA 2:144
TERMEZA-RESIFI 32:144
MAJORKA-SUHUMI 42:144
TAHITI-GDANSKA 72:144
MORONI-JAMAIKA 32:145
TOTNEMA-KVEBEKA 2:145
RESIFI-TAHITI 122:145
BOSTONA-TURCIJA 2:147
MAJORI-KANTONA 82:147
ASALNI-KAZBEKS 52:147
MALAVI-DAIVANA 52:148
NEAPOLE-LIVORNA 2:149
GORKIJA-MORONI 82:149
MORONI-BROMLI 102:15
HAVANNA-KAMAJI 52:15
VANAGI-DURBANA 22:15
POCIEMS-LIVORNA 2:15
POCIEMS-PANERI 72:150
KUMBRI-MAJORI 102:16
VIDAUJA-MAJAMI 62:16
KAMAJI-HAIFONA 82:17
RODOPI-SALVANA 82:18
PEDEDZE-KIGALI 32:19
MEKSIKA-BIKINI 42:19
KIGALI-UKRAINA 12:20
ZEMGALE-SALIENA 2:20
RODOPI-PEDEDZE 72:20
ARKTIKA-ZEMGALE 2:20
JANDZI-KAIBALA 72:20
NAHODKA-TENESI 42:21
NAHODKA-BRUNEJA 2:21
OLBERI-LAZDIJI 62:23
MAKENZI-SALATI 22:23
POCIEMS-SUDETI 32:24
POLOCKA-GAMBIJA 2:24
MIRNIJA-PRIENI 12:24
JERSIKA-MAJAMI 42:25
MENORKA-SALATI 32:25
LUCERNA-PALERMO 2:25
MEKSIKA-OBELIJA 2:27
TOTNEMA-BROMLI 72:27
PENKULE-ARTJOMA 2:27
HUDZONA-MAJAMI 12:28
JANDZI-PENKULE 82:28
KAIBALA-KAMAJI 22:28
BERGENA-BROMLI 62:29
MORONI-SUDETI 142:29
BOMBEJA-MALAVI 12:29
PRIENI-SUDETI 102:30
MORONI-LUCERNA 92:31
LUCERNA-BERGENA 2:31
KIGALI-OREGONA 42:31
LIVORNA-JANDZI 92:32
LATGALE-ASALNI 42:32
KAMBIJA-PANERI 82:32
ARIZONA-KAMAJI 32:33
BROMLI-TAHITI 112:33
KAMAJI-ZEMGALE 12:33
MAJAMI-PAROGLE 82:34
BROMLI-LAZDIJI 22:34
RODOPI-UZBEKIJA 2:34
KUMBRI-TURCIJA 42:35
MORONI-VANAGI 132:36
SALATI-RUMBULA 22:37
SAIGONA-KIGALI 72:38
MAJORI-VIDAUJA 42:39
RIMINI-MAJAMI 132:4
LONDONA-KUMBRI 82:4
METELIS-VIDAUJA 2:40
JANDZI-ABADANA 92:42
MAJORI-MAKENZI 92:42
RIMINI-MAKENZI 62:43
RESIFI-BOSTONA 12:44
DAIVANA-KUMBRI 82:45
GVINEJA-KUMBRI 32:47
RODOPI-JERSIKA 32:47
TAIVANA-KAMAJI 62:49
MAJAMI-KURZEME 92:49
FRANCIJA-SUHUMI 2:5
HAVANNA-PANERI 92:50
PASIENA-RIMINI 82:52
SEVILJA-KIGALI 82:52
ARKTIKA-PAKROJA 2:52
BROMLI-LATGALE 32:52
KIGALI-CEILONA 22:52
LIVORNA-BATUMI 32:52
PRIENI-KANTONA 32:54
KUMBRI-SALVANA 92:54
OREGONA-SEVILJA 2:55
LATGALE-RODOPI 72:55
BRATSKA-TENESI 92:57
MILVOKI-CEILONA 2:57
KUMBRI-TOMBUKA 62:58
KORSIKA-RESIFI 52:59
OLBERI-KAMPALA 22:59
ANGLIJA-PEDEDZE 2:59
PASIENA-KAMAJI 72:6
JERSIKA-MALAVI 92:6
POLOCKA-MORONI 72:6
SEVILJA-BROMLI 12:6
VECUMI-BROMLI 142:6
KAMAJI-TEBRIZA 42:6
METELIS-BRATSKA 2:61
MALAVI-BAIREITA 2:62
GORKIJA-BRISELE 2:64
HARBINA-GRUZIJA 2:64
PUIKULE-MAJORI 72:65
SUHUMI-PRIENI 112:65
OLBERI-PANERI 132:65
VECUMI-FORMOZA 82:66
BATUMI-ARTJOMA 42:67
HARBINA-TURCIJA 2:67
BIKINI-SAIGONA 12:67
SUHUMI-SEVILJA 42:68
PERLOJA-NANKINA 2:69
KARTENA-NANKINA 2:7
SAFOLKA-KAMAJI 52:7
BIKINI-ZAMBIJA 72:7
HAUAIHE-BROMLI 62:7
MAJAMI-KARLAILA 2:70
UKRAINA-ROSTOKA 2:70
RODOPI-UKRAINA 12:70
BOSTONA-VIDZEME 2:71
VIDUKLE-RESIFI 12:71
TEBRIZA-MAJORI 42:71
TOBRUKA-SUDETI 42:72
SAIGONA-DRUSTI 82:72
RANGUNA-PANERI 32:73
PAKROJA-JANDZI 72:73
ZAMBIJA-VANAGI 52:74
VECUMI-TOMBUKA 62:74
NANKINA-KIGALI 22:74
RAVENNA-MAJORKA 2:74
BATUMI-POCIEMS 42:76
ISIKULS-VANAGI 52:76
ASALNI-BALTIJA 72:77
PASIENA-ASALNI 62:77
JERSIKA-PANERI 22:78
MARVELE-JANDZI 72:78
SIESIKI-METELIS 2:79
DEMOINA-SALATI 72:79
SALIENA-TOBRUKA 2:8
MORONI-ZEMGALE 12:8
POCIEMS-OLBERI 22:8
RODOPI-GAMBIJA 32:8
INDRAJI-BROMLI 92:80
MORONI-KAIBALA 92:80
RIMINI-ARTJOMA 92:81
ASALNI-LIVORNA 62:81
KURZEME-PANERI 12:81
SILMALA-RODOPI 32:82
ZAMBEZI-KAMAJI 62:83
CEILONA-MAJORI 42:83
BRAZILJA-MALAVI 2:83
LONDONA-CEILONA 2:84
RUMBULA-OLBERI 72:85
PRIENI-SIESIKI 62:85
ZAMBEZI-KUMBRI 82:85
BRISELE-JANDZI 32:86
INDRAJI-KIGALI 32:86
MALAVI-BRUNEJA 92:86
PAROGLE-PANERI 42:89
ARIZONA-OLBERI 12:90
PANERI-PITRAGS 92:90
KORSIKA-ILMENIS 2:90
HAVANNA-VANAGI 22:90
LUCERNA-BATUMI 32:91
BRISELE-KORSIKA 2:91
OLBERI-SIDNEJA 42:91
RESIFI-ULBROKA 82:92
PENKULE-BIKINI 82:92
KIGALI-ARTJOMA 92:93
TERMEZA-RODOPI 92:95
KAJENNA-TAHITI 92:95
MORONI-GDANSKA 82:95
KANTONA-SEVILJA 2:97
TAIZEME-MORONI 62:98
KIGALI-SILMALA 22:98
KAPSUKA-KAMAJI 72:99
INDRAJI-TAIVANA 20:1
MILVOKI-BRUNEJA 20:100
CEILONA-SIDNEJA 20:103
UKRAINA-MIRNIJA 20:103
CEILONA-GDANSKA 20:104
METELIS-SIDNEJA 20:105
PASVALE-DAIVANA 20:106
ABAKANA-LONDONA 20:107
BERGENA-RAVENNA 20:108
KAPZEME-TOTNEMA 20:110
METELIS-JANDZI 120:112
BOSTONA-VANAGI 120:114
DEMOINA-HARTUMA 20:115
OBELIJA-KAJENNA 20:117
VERDENA-MAJAMI 120:117
SIDNEJA-NANKINA 20:117
KAIBALA-BATUMI 120:117
BERGENA-DAMASKA 20:118
KVEBEKA-ABAKANA 20:118
TEBRIZA-BOMBEJA 20:119
ORINOKO-NEAPOLE 20:124
KAZBEKS-MALAVI 120:129
VIDZEME-SAIGONA 20:131
VECUMI-ULBROKA 120:131
GRUZIJA-MAJORI 120:133
TENESI-BRRONKSA 20:136
HARBINA-ARIZONA 20:139
TUNISIJA-ASALNI 20:14
OLBERI-KAMBIJA 120:147
BRISELE-SUHUMI 120:149
BOMBEJA-PAKROJA 20:150
TOBRUKA-RAVENNA 20:150
MIRNIJA-TALLINA 20:18
PEDEDZE-GVINEJA 20:19
PERLOJA-KAMBIJA 20:19
SALVANA-KAMBIJA 20:2
MAJORKA-KARTENA 20:2
TOBRUKA-TRIPOLE 20:2
ISIKULS-RODOPI 120:20
ROSTOKA-PERLOJA 20:23
NAHODKA-ZAMBIJA 20:24
GDANSKA-ZEMGALE 20:24
MAUNALOA-KAMAJI 20:24
RESIFI-IGNALINA 20:25
PALERMO-TOBRUKA 20:27
MIRNIJA-PEDEDZE 20:27
JERSIKA-JANDZI 120:28
LATGALE-DUBLINA 20:29
KAJENNA-DUBLINA 20:30
GVINEJA-ZAMBIJA 20:4
METELIS-BRISELE 20:40
RIONEGRO-PANERI 20:43
LATVIJA-SAKSIJA 20:44
HUDZONA-ISIKULS 20:45
BENGAZI-KARTENA 20:49
SERBIJA-ANGLIJA 20:5
MARVELE-TERMEZA 20:52
DEMOINA-KARTENA 20:53
MELNSILS-VANAGI 20:53
LUISVILA-TAHITI 20:56
LAPZEME-GORKIJA 20:56
KURZEME-VIDAUJA 20:57
VATERLO-HAUAIHE 20:57
TENESI-PERLOJA 120:57
PASIENA-ANGLIJA 20:6
BRUNEJA-KAMAJI 120:60
LOZANNA-RAVENNA 20:62
LAZDIJI-VANAGI 120:63
KANTONA-ILMENIS 20:64
MAJORI-NIAMEJA 120:66
RUMBULA-VIDUKLE 20:68
PIEVOLGA-KAMAJI 20:71
RAVENNA-SAFOLKA 20:73
KURZEME-JANDZI 120:77
DAIVANA-TAIZEME 20:78
BATUMI-KANTONA 120:79
BENGAZI-SAKSIJA 20:79
MAJORI-OBELIJA 120:8
ARMAVIRA-DRUSTI 20:8
MAJORI-MEKSIKA 120:81
GVINEJA-VERSEKA 20:82
TRIPOLE-PENKULE 20:83
SALVANA-UKRAINA 20:83
VANAGI-SALVANA 120:84
ANGLIJA-PERLOJA 20:84
FRANCIJA-BIKINI 20:84
JAMAIKA-BENGAZI 20:84
PITRAGS-TAIVANA 20:87
ABADANA-TAIZEME 20:87
DEMOINA-MAJORKA 20:88
AMERIKA-LIVORNA 20:9
BROMLI-ISIKULS 120:9
LUISVILA-SUDETI 20:91
OBELIJA-SERBIJA 20:95
SALATI-UZBEKIJA 20:96
DAIVANA-SEVERNA 20:99
NANKINA-LIVORNA 21:1
GDANSKA-RANGUNA 21:100
VIDAUJA-POLOCKA 21:100
BOMBEJA-HAUAIHE 21:101
PANERI-HAUAIHE 121:106
BATUMI-MELNSILS 21:106
GORKIJA-NEAPOLE 21:110
HAUAIHE-HUDZONA 21:111
VERSEKA-LOZANNA 21:112
DEMOINA-FORMOZA 21:114
RESIFI-LOZANNA 121:119
ROSTOKA-SEVILJA 21:119
SEVERNA-KARTENA 21:122
DAIVANA-ISIKULS 21:122
LATGALE-METELIS 21:125
ARKTIKA-METELIS 21:126
OLBERI-PIEVOLGA 21:13
