299
SALVANA-TENESIJA 0:102
DUBLINA-TOTNEMA 112:137
PALERMO-MAKENZI 112:139
PLATONE-SEVILJA 112:139
USTRONE-KAPZEME 112:142
AMERIKA-BALTIJA 112:144
PASIENA-SIESIKI 112:145
SAIGONA-HARTUMA 112:145
GARONNA-METELIS 112:148
EGLAINE-OREGONA 112:150
TOBRUKA-MEKSIKA 112:19
PUIKULE-SKOTIJA 112:20
SALVANA-VATERLO 112:22
OGLAINE-LUCERNA 112:22
PASIENA-SEIRIJI 112:23
HAIFONA-OBELIJA 112:24
RAVENNA-GRUZIJA 112:25
SEVERNA-ROSTOKA 112:28
SALIENA-SIDNEJA 112:3
TOTNEMA-BALTIJA 112:30
HARTUMA-ILMENIS 112:30
BERGENA-OBELIJA 112:30
ETIOPIJA-DRUSTI 112:33
RAVENNA-NEAPOLE 112:4
KANTONA-SEVILJA 112:40
LOKARNA-SALIENA 112:41
PILTENE-OBELIJA 112:44
TRAPENE-ARKTIKA 112:44
PLATONE-POLOCKA 112:45
BERGENA-MILVOKI 112:46
NAHODKA-LAZDIJI 112:47
PAROGLE-JAMAIKA 112:5
DURBANA-PEDEDZE 112:51
SAIGONA-RANGUNA 112:52
RANGUNA-HARTUMA 112:57
MEISENE-MAKENZI 112:58
SALVANA-MENORKA 112:59
ARAGONA-ALABAMA 112:6
TRAPENE-SEVILJA 112:61
DUBLINA-VIDAUJA 112:61
GRUZIJA-ILMENIS 112:63
BRATSKA-GVINEJA 112:70
DURBANA-TEBRIZA 112:70
PASIENA-ROSTOKA 112:71
TEBRIZA-MARVELE 112:72
ABAKANA-JAMAIKA 112:73
SALVANA-JERSIKA 112:77
ABAKANA-POLOCKA 112:77
VIDUKLE-JAMAIKA 112:85
ORINOKO-BRATSKA 112:85
KALVENE-SERBIJA 112:89
LATGALE-ROSTOKA 112:9
GARONNA-DAIVANA 112:91
KALVENE-ARKTIKA 112:92
PILZENE-OREGONA 112:93
ZENTENE-VIDAUJA 112:94
PLATONE-MENORKA 112:94
KVEBEKA-SEVILJA 112:95
VERSEKA-JERSIKA 112:97
ARAGONA-ORINOKO 113:0
GARONNA-SKOTIJA 113:0
PENKULE-ILMENIS 113:10
TRIPOLE-GORKIJA 113:10
JERSIKA-INDRAJI 113:10
MUKDENA-MAKENZI 113:100
ABAKANA-PENKULE 113:101
MEISENE-SALIENA 113:106
DURBANA-ALABAMA 113:107
KANTONA-KORSIKA 113:11
HARTUMA-SEIRIJI 113:114
LAZDONA-HERSONA 113:119
TALLINA-SEVILJA 113:12
ARKTIKA-KAPSUKA 113:120
PASIENA-KORSIKA 113:125
OGLAINE-SIESIKI 113:127
KALTENE-LAZDONA 113:130
KURZEME-AMERIKA 113:131
ABAKANA-KAMBIJA 113:134
LOKARNA-NAHODKA 113:135
BRISELE-SERBIJA 113:136
SALIENA-TOTNEMA 113:140
VATERLO-JAMAIKA 113:144
KALVENE-MEKSIKA 113:15
ABADANA-RAVENNA 113:16
HARBINA-ISIKULS 113:17
KARTENA-KVEBEKA 113:17
JAMAIKA-TURCIJA 113:17
VERSEKA-ANGLIJA 113:19
OGLAINE-UKRAINA 113:2
VIDAUJA-METELIS 113:22
SLOCENE-LIVORNA 113:31
CEILONA-SIDNEJA 113:35
PALERMO-SIDNEJA 113:36
BERGENA-LATVIJA 113:41
PASVALE-RUMBULA 113:5
OGLAINE-KAIBALA 113:52
LONDONA-TAIZEME 113:53
TERMEZA-GVINEJA 113:54
ZAMBEZI-TEBRIZA 113:54
CEILONA-SIESIKI 113:56
HARTUMA-SIDNEJA 113:6
PAROGLE-ANGLIJA 113:63
RAVENNA-ROSTOKA 113:63
KAZBEKS-VERSEKA 113:63
VERSEKA-POLOCKA 113:67
RAUDONE-LOZANNA 113:67
MINHENE-GARONNA 113:67
PUIKULE-PAROGLE 113:68
MBABANE-NEAPOLE 113:7
DUBLINA-SERBIJA 113:70
KANTONA-TERMEZA 113:70
TOMBUKA-GVINEJA 113:71
TRAPENE-DURBANA 113:71
ZENTENE-RAVENNA 113:73
PLATONE-PASVALE 113:74
BRISELE-VILGALE 113:78
HARTUMA-KAMPALA 113:78
SEVERNA-OBELIJA 113:8
HAIFONA-PEDEDZE 113:81
TERMEZA-VILGALE 113:81
DURBANA-KVEBEKA 113:81
SILMALA-ILMENIS 113:82
BENGAZI-ZAMBEZI 113:83
VIDUKLE-TOBRUKA 113:83
AIZVOLGA-DRUSTI 113:83
EGLAINE-VILGALE 113:84
LOKARNA-KVEBEKA 113:87
KURZEME-JERSIKA 113:88
SLOCENE-SKOTIJA 113:89
GDANSKA-MEKSIKA 113:89
MEISENE-PALERMO 113:93
MUKDENA-JAMAIKA 113:93
PLATONE-HARTUMA 113:95
PALERMO-KORSIKA 113:96
DEMOINA-TURCIJA 113:96
PEDEDZE-BALTIJA 114:0
ARTJOMA-GDANSKA 114:100
TALLINA-TURCIJA 114:102
LAZDONA-KAMBIJA 114:107
MEKSIKA-LAZDIJI 114:107
SEVILJA-LATVIJA 114:109
MAKENZI-JAMAIKA 114:115
AMAZONE-NANKINA 114:116
HAVANNA-BRISELE 114:12
ARIZONA-BERGENA 114:121
RUMBULA-ULBROKA 114:122
ORINOKO-GVINEJA 114:126
KALTENE-NEAPOLE 114:126
OBELIJA-PERLOJA 114:126
KALVENE-LOZANNA 114:127
TAIVANA-PASIENA 114:129
ZENTENE-LOZANNA 114:130
NANKINA-HAVANNA 114:131
KANTONA-ANGLIJA 114:132
GARONNA-ABADANA 114:140
DAIVANA-KAJENNA 114:144
TRIPOLE-BRUNEJA 114:149
PASVALE-VIDAUJA 114:15
ARAGONA-SAFOLKA 114:15
LATGALE-MAJORKA 114:18
PASVALE-MARVELE 114:19
BRRONKSA-VANAGI 114:22
MEISENE-TALLINA 114:26
VIDUKLE-GDANSKA 114:32
TRAPENE-ARIZONA 114:35
HARBINA-PAROGLE 114:36
FORMOZA-VILGALE 114:37
HUDZONA-KURZEME 114:37
PEDEDZE-ARTJOMA 114:39
GRUZIJA-VIDAUJA 114:40
VIDZEME-PAKROJA 114:44
PILZENE-VIDUKLE 114:47
MAKENZI-PAROGLE 114:52
LONDONA-ABAKANA 114:54
SEVERNA-NANKINA 114:57
VERSEKA-BRUNEJA 114:58
DURBANA-LATVIJA 114:59
ARAGONA-GVINEJA 114:60
DURBANA-DUBLINA 114:63
LOZANNA-AMERIKA 114:67
SEVILJA-ANGLIJA 114:67
EGLAINE-GULBENE 114:67
RAUDONE-KVEBEKA 114:70
SILMALA-GORKIJA 114:73
ULBROKA-SEIRIJI 114:74
ABAKANA-LATVIJA 114:77
HARBINA-NAHODKA 114:81
SALVANA-KAZBEKS 114:82
SLOCENE-KAMPALA 114:88
NANKINA-BRATSKA 114:94
KAZBEKS-KAPSUKA 114:94
ZAMBEZI-HARTUMA 114:94
SEVERNA-HARBINA 114:95
AMAZONE-PLATONE 114:97
RAUDONE-MILVOKI 115:104
KAZBEKS-VIDAUJA 115:104
DEMOINA-BERGENA 115:106
KANTONA-ABAKANA 115:107
PEDEDZE-ZAMBIJA 115:107
SLOCENE-KAPSUKA 115:111
SLOCENE-LAZDIJI 115:119
TRAPENE-KALVENE 115:119
PUIKULE-KVEBEKA 115:124
DEMOINA-MILVOKI 115:128
ZAMBEZI-GORKIJA 115:128
LAZDONA-ROSTOKA 115:129
OREGONA-BERGENA 115:129
ZAMBIJA-GORKIJA 115:131
ZAMBEZI-KURZEME 115:131
LONDONA-TEBRIZA 115:132
TOMBUKA-PAKROJA 115:134
BERGENA-BRATSKA 115:135
KALTENE-KAIBALA 115:136
HARTUMA-SILMALA 115:139
LIVORNA-NANKINA 115:14
USTRONE-SEIRIJI 115:143
PLATONE-PAKROJA 115:145
KAJENNA-ILMENIS 115:145
KAPZEME-PUIKULE 115:148
RANGUNA-FORMOZA 115:148
CEILONA-HARTUMA 115:149
LIVORNA-SILMALA 115:15
AMAZONE-SAFOLKA 115:150
EGLAINE-SEIRIJI 115:16
ABAKANA-PALERMO 115:18
NEAPOLE-BALTIJA 115:19
JAMAIKA-KAMBIJA 115:2
ARAGONA-TRIPOLE 115:2
USTRONE-TAIVANA 115:20
GDANSKA-SEVILJA 115:20
LONDONA-ZAMBEZI 115:22
SALIENA-ILMENIS 115:22
MELNSILS-VANAGI 115:24
ABAKANA-SEIRIJI 115:26
GULBENE-BERGENA 115:28
HAIFONA-MILVOKI 115:35
ZEMGALE-SEIRIJI 115:37
KURZEME-BRUNEJA 115:37
KAPSUKA-GRUZIJA 115:40
MINHENE-MAKENZI 115:42
POCIEMS-ILMENIS 115:44
LIVORNA-OBELIJA 115:47
LOZANNA-NAHODKA 115:48
MUKDENA-GVINEJA 115:48
SEIRIJI-BALTIJA 115:49
UKRAINA-SERBIJA 115:54
ZEMGALE-NEAPOLE 115:57
MAKENZI-SIESIKI 115:63
MEISENE-TRIPOLE 115:64
LATGALE-LAZDIJI 115:67
LIVORNA-SAKSIJA 115:71
SEIRIJI-SIDNEJA 115:74
DUBLINA-RANGUNA 115:77
HERSONA-RANGUNA 115:77
LIVORNA-MAKENZI 115:78
HARBINA-BOSTONA 115:79
KALVENE-KAMBIJA 115:8
OREGONA-POLOCKA 115:80
BOSTONA-MILVOKI 115:83
UKRAINA-DAIVANA 115:85
PALERMO-KAMPALA 115:88
NANKINA-KORSIKA 115:91
ARIZONA-ORINOKO 115:92
ARAGONA-LAZDIJI 115:93
ISIKULS-LAZDIJI 115:93
PASVALE-NAHODKA 116:100
PAROGLE-KAZBEKS 116:102
PILTENE-PASVALE 116:103
KALTENE-SALVANA 116:105
ALABAMA-DAMASKA 116:109
POLOCKA-KAPSUKA 116:109
OREGONA-GDANSKA 116:111
ORINOKO-ZAMBIJA 116:112
MAKENZI-FORMOZA 116:113
SLOCENE-BOMBEJA 116:114
HERSONA-NAHODKA 116:115
ZENTENE-NEAPOLE 116:120
ALABAMA-HARTUMA 116:121
RAUDONE-LATGALE 116:123
PAROGLE-MARVELE 116:124
EGLAINE-PLATONE 116:125
MAKENZI-PASVALE 116:128
HARBINA-JERSIKA 116:130
DURBANA-SKOTIJA 116:136
LIVORNA-KAMBIJA 116:137
PLATONE-FORMOZA 116:138
BRATSKA-ILMENIS 116:140
DURBANA-PASIENA 116:143
SIDNEJA-TURCIJA 116:144
KURZEME-KORSIKA 116:144
KANTONA-MILVOKI 116:145
ULBROKA-SERBIJA 116:148
LATGALE-KAPSUKA 116:150
AMAZONE-TRIPOLE 116:150
ORINOKO-KAMBIJA 116:16
KALTENE-HAIFONA 116:20
ZAMBEZI-ROSTOKA 116:23
KVEBEKA-KAMBIJA 116:24
PILZENE-ARIZONA 116:24
ZEMGALE-KAZBEKS 116:25
TALLINA-PAKROJA 116:27
SALVANA-HARTUMA 116:29
KALVENE-INDRAJI 116:29
SAIGONA-TAIZEME 116:35
PENKULE-LATGALE 116:36
GAMBIJA-PAKROJA 116:37
USTRONE-DAIVANA 116:38
ZENTENE-DAIVANA 116:41
PENKULE-BRATSKA 116:41
NANKINA-SIESIKI 116:42
ZEMGALE-MAJORKA 116:43
HERSONA-RUMBULA 116:44
MEISENE-SEIRIJI 116:44
SIESIKI-JAMAIKA 116:45
HAVANNA-ARKTIKA 116:49
GULBENE-MARVELE 116:49
PUIKULE-INDRAJI 116:54
DEMOINA-BRATSKA 116:57
SEVERNA-BENGAZI 116:58
TAIVANA-VERDENA 116:58
VIDUKLE-ROSTOKA 116:6
KALTENE-DURBANA 116:67
KURZEME-MILVOKI 116:72
MENORKA-SEVILJA 116:78
SALIENA-RANGUNA 116:84
DAIVANA-GRUZIJA 116:94
POCIEMS-MEKSIKA 116:96
RAUDONE-USTRONE 116:96
KALTENE-ZAMBIJA 116:97
PALERMO-TAIZEME 117:1
DAIVANA-DEMOINA 117:100
PLATONE-GARONNA 117:102
HARTUMA-BOMBEJA 117:104
PAROGLE-NEAPOLE 117:107
RANGUNA-METELIS 117:110
CEILONA-BERGENA 117:110
VILGALE-ARKTIKA 117:111
LAPZEME-BOMBEJA 117:120
DAIVANA-ABAKANA 117:122
EGLAINE-ULBROKA 117:125
PENKULE-SAFOLKA 117:126
HUDZONA-TOBRUKA 117:127
MINHENE-BOSTONA 117:138
DURBANA-BOSTONA 117:138
TEBRIZA-POLOCKA 117:139
VERDENA-ABADANA 117:141
PILTENE-NAHODKA 117:143
MBABANE-ARAGONA 117:144
KAJENNA-KAPSUKA 117:144
OGLAINE-SKOTIJA 117:145
PEDEDZE-MILVOKI 117:149
UKRAINA-LAPZEME 117:15
LAPZEME-GRUZIJA 117:17
TOTNEMA-MEKSIKA 117:18
HERSONA-FORMOZA 117:2
VERDENA-LAPZEME 117:21
LOZANNA-PAKROJA 117:21
DAIVANA-JAMAIKA 117:21
DEMOINA-VIDAUJA 117:23
DURBANA-MILVOKI 117:24
KATOVICE-VANAGI 117:24
AMAZONE-VIDAUJA 117:27
TRAPENE-SEVERNA 117:28
KALTENE-TAIVANA 117:29
VERSEKA-GRUZIJA 117:3
SALIENA-KURZEME 117:31
PLATONE-KAIBALA 117:36
PASIENA-GVINEJA 117:38
HAIFONA-CEILONA 117:39
TAIVANA-LATVIJA 117:4
MBABANE-SAIGONA 117:41
BOSTONA-JERSIKA 117:42
BERGENA-GRUZIJA 117:45
RAUDONE-SAKSIJA 117:47
MBABANE-PERLOJA 117:47
VILGALE-SKOTIJA 117:49
MEISENE-POCIEMS 117:51
MINHENE-AMAZONE 117:56
SLOCENE-ABAKANA 117:56
MUKDENA-JERSIKA 117:61
AMAZONE-PASIENA 117:62
LAPZEME-KAZBEKS 117:62
TOTNEMA-KAPSUKA 117:64
SILMALA-NAHODKA 117:67
POCIEMS-KORSIKA 117:7
PASIENA-MENORKA 117:71
PASVALE-MEKSIKA 117:79
TAIVANA-SILMALA 117:80
HAIFONA-PENKULE 117:84
LIVORNA-PEDEDZE 117:87
PUIKULE-LATGALE 117:9
POCIEMS-ARTJOMA 117:92
DUBLINA-INDRAJI 117:97
NAHODKA-OBELIJA 117:98
ABAKANA-PERLOJA 118:0
LUCERNA-SERBIJA 118:1
VIDUKLE-VILGALE 118:103
ARIZONA-KAZBEKS 118:104
AMAZONE-KARTENA 118:104
TRAPENE-FORMOZA 118:109
OGLAINE-HARBINA 118:109
SAIGONA-AMERIKA 118:109
AMAZONE-AMERIKA 118:11
LONDONA-VATERLO 118:119
ZENTENE-AMAZONE 118:120
KALTENE-GRUZIJA 118:122
NANKINA-PALERMO 118:122
GULBENE-MAKENZI 118:124
DURBANA-MEKSIKA 118:125
NANKINA-HARTUMA 118:126
GDANSKA-ANGLIJA 118:127
ZENTENE-BOSTONA 118:13
PLATONE-SEIRIJI 118:13
MINHENE-INDRAJI 118:131
VIDZEME-NEAPOLE 118:133
TOTNEMA-VATERLO 118:136
MBABANE-MUKDENA 118:136
ARIZONA-FORMOZA 118:136
TEBRIZA-GRUZIJA 118:137
LAZDONA-ZAMBIJA 118:14
RUMBULA-DAMASKA 118:146
MINHENE-BERGENA 118:147
MUKDENA-PASIENA 118:148
SALIENA-GVINEJA 118:149
GARONNA-ULBROKA 118:15
NEAPOLE-SKOTIJA 118:15
LOZANNA-RUMBULA 118:16
KALVENE-BOMBEJA 118:25
LOKARNA-PENKULE 118:27
ZENTENE-ISIKULS 118:30
MBABANE-TEBRIZA 118:33
VERDENA-PAROGLE 118:36
TAIVANA-PASVALE 118:41
VIDUKLE-BRUNEJA 118:43
BENGAZI-FORMOZA 118:46
NANKINA-ILMENIS 118:46
LOZANNA-BOSTONA 118:47
SLOCENE-OGLAINE 118:49
KAPSUKA-JERSIKA 118:51
KAMBIJA-NIAMEJA 118:51
FORMOZA-PERLOJA 118:52
KAJENNA-GRUZIJA 118:58
ALABAMA-VERSEKA 118:59
SLOCENE-TAIVANA 118:6
ZENTENE-BALTIJA 118:60
PLATONE-SALIENA 118:61
RAVENNA-MILVOKI 118:62
KAMPALA-MILVOKI 118:63
ABAKANA-KAPZEME 118:63
DUBLINA-RUMBULA 118:65
VERSEKA-NIAMEJA 118:70
MEISENE-GDANSKA 118:70
TALLINA-TAIZEME 118:74
TOTNEMA-AMERIKA 118:75
TOTNEMA-BOMBEJA 118:76
NANKINA-SERBIJA 118:77
FORMOZA-SILMALA 118:79
GRUZIJA-BOMBEJA 118:80
OREGONA-SAFOLKA 118:81
SAIGONA-RUMBULA 118:83
ABADANA-GORKIJA 118:84
ZENTENE-TAIVANA 118:86
MILVOKI-TURCIJA 118:89
BOSTONA-HAVANNA 118:89
KALVENE-ZAMBEZI 118:96
RAUDONE-VILGALE 119:0
PILZENE-FORMOZA 119:100
TRIPOLE-TOMBUKA 119:102
HARTUMA-MAJORKA 119:126
PASIENA-KAPSUKA 119:127
KURZEME-LAPZEME 119:128
PALERMO-LAZDIJI 119:128
UKRAINA-SILMALA 119:130
DAIVANA-VIDAUJA 119:134
TALLINA-NEAPOLE 119:137
TOBRUKA-MAJORKA 119:137
VERDENA-OBELIJA 119:138
PILTENE-RANGUNA 119:141
DURBANA-TERMEZA 119:143
ARAGONA-KORSIKA 119:144
VERDENA-BERGENA 119:16
KORSIKA-MAJORKA 119:17
HUDZONA-FORMOZA 119:19
ULBROKA-NIAMEJA 119:20
INDRAJI-GVINEJA 119:24
KAJENNA-SAFOLKA 119:27
TRIPOLE-DAMASKA 119:29
MBABANE-TRIPOLE 119:31
TRAPENE-SIESIKI 119:33
TERMEZA-TOTNEMA 119:33
HUDZONA-KAPSUKA 119:33
SAIGONA-ZAMBIJA 119:34
HUDZONA-SKOTIJA 119:38
CEILONA-ULBROKA 119:39
VERDENA-DURBANA 119:41
CEILONA-BRISELE 119:42
PASVALE-SIDNEJA 119:42
MARVELE-GDANSKA 119:42
VILGALE-KAMBIJA 119:44
MINHENE-GRUZIJA 119:45
BOSTONA-VATERLO 119:50
ARAGONA-POCIEMS 119:50
PASIENA-PERLOJA 119:53
USTRONE-GORKIJA 119:58
KAZBEKS-SEVILJA 119:6
RANGUNA-VIDZEME 119:61
PASIENA-MIRNIJA 119:64
MUKDENA-VILGALE 119:65
TOMBUKA-LATVIJA 119:66
VERSEKA-MAJORKA 119:69
MARVELE-TOBRUKA 119:7
ZAMBEZI-GRUZIJA 119:7
KANTONA-TOMBUKA 119:72
LIVORNA-LONDONA 119:73
HARTUMA-TURCIJA 119:73
HUDZONA-GORKIJA 119:75
ARKTIKA-MAJORKA 119:75
DURBANA-TALLINA 119:76
PILZENE-TAIZEME 119:79
HARTUMA-TOMBUKA 119:81
TOBRUKA-VIDAUJA 119:82
INDRAJI-MIRNIJA 119:82
ARAGONA-HAVANNA 119:83
EGLAINE-GDANSKA 119:84
GRUZIJA-KAMBIJA 119:84
KORSIKA-BRUNEJA 119:84
NANKINA-ZEMGALE 119:89
ZENTENE-SEVILJA 119:9
OREGONA-BENGAZI 119:91
PALERMO-DAMASKA 119:92
VIDZEME-VIDAUJA 119:92
DUBLINA-PAROGLE 119:93
DUBLINA-MEKSIKA 119:93
SILMALA-KAMBIJA 119:93
JERSIKA-PAKROJA 119:96
PAROGLE-GVINEJA 119:98
HAVANNA-TURCIJA 119:99
DAMASKA-GAMBIJA 12:1
GULBENE-NIAMEJA 12:100
NEAPOLE-PENKULE 12:103
PALERMO-PEDEDZE 12:105
BENGAZI-SAFOLKA 12:105
KARTENA-VIDUKLE 12:105
EGLAINE-BALTIJA 12:108
ORINOKO-DRUSTI 112:108
DAIVANA-OREGONA 12:111
ABADANA-DUBLINA 12:112
ARAGONA-ARIZONA 12:115
SAIGONA-PUIKULE 12:116
OREGONA-DAMASKA 12:117
MANHEIMA-DRUSTI 12:123
MBABANE-KAMPALA 12:126
ZEMGALE-KAMBIJA 12:128
TERMEZA-SKOTIJA 12:130
UKRAINA-MAJORKA 12:131
MINHENE-SKOTIJA 12:132
RAUDONE-VIDUKLE 12:136
FORMOZA-ARTJOMA 12:137
MARVELE-BRATSKA 12:14
SLOCENE-ABADANA 12:140
KURZEME-ZEMGALE 12:140
GARONNA-DUBLINA 12:144
KALVENE-SAKSIJA 12:145
PILZENE-JAMAIKA 12:148
SALVANA-AMERIKA 12:149
KALVENE-VERDENA 12:15
PERLOJA-GVINEJA 12:150
MUKDENA-DURBANA 12:17
ZENTENE-KAZBEKS 12:18
PENKULE-BRUNEJA 12:19
ARAGONA-MARVELE 12:24
RAUDONE-SALVANA 12:25
ORINOKO-ROSTOKA 12:26
GULBENE-METELIS 12:29
MUKDENA-BOSTONA 12:33
USTRONE-SAFOLKA 12:34
TERMEZA-KORSIKA 12:35
PASIENA-FORMOZA 12:39
ARAGONA-HARTUMA 12:4
FORMOZA-INDRAJI 12:43
PLATONE-PASIENA 12:44
PAROGLE-BRATSKA 12:46
TAIVANA-BRISELE 12:46
NANKINA-NEAPOLE 12:48
CEILONA-PASVALE 12:48
PILTENE-RAVENNA 12:49
VILGALE-SEIRIJI 12:50
MEISENE-KORSIKA 12:51
LUCERNA-JERSIKA 12:59
TERMEZA-KAMPALA 12:59
GRUZIJA-MIRNIJA 12:63
VIDZEME-ROSTOKA 12:65
RANGUNA-PERLOJA 12:7
POCIEMS-BENGAZI 12:70
KALTENE-TEBRIZA 12:76
NANKINA-HUDZONA 12:77
VIDUKLE-BALTIJA 12:83
LIVORNA-GORKIJA 12:84
KURZEME-TERMEZA 12:84
TOBRUKA-GDANSKA 12:88
KALVENE-KURZEME 12:9
KALTENE-TOTNEMA 12:90
LOZANNA-ALABAMA 12:90
KALTENE-ANGLIJA 12:93
MINHENE-ZAMBIJA 12:94
PLATONE-ILMENIS 12:95
OGLAINE-DAMASKA 12:97
ZENTENE-ARAGONA 120:100
BRISELE-KVEBEKA 120:101
VILGALE-BOMBEJA 120:105
ABAKANA-GVINEJA 120:106
ZAMBEZI-LATVIJA 120:113
BOSTONA-PASVALE 120:114
PILZENE-TERMEZA 120:114
SLOCENE-EGLAINE 120:115
TOBRUKA-KAPSUKA 120:115
MEISENE-PUIKULE 120:119
OREGONA-HAVANNA 120:119
PASVALE-INDRAJI 120:119
POCIEMS-FORMOZA 120:12
GARONNA-KAMBIJA 120:12
UKRAINA-KAZBEKS 120:121
ROSTOKA-GDANSKA 120:121
KALVENE-OBELIJA 120:133
ABAKANA-BOSTONA 120:135
PASVALE-PERLOJA 120:140
ZAMBEZI-TURCIJA 120:140
OREGONA-ZAMBIJA 120:148
PEDEDZE-ISIKULS 120:16
MUKDENA-PENKULE 120:17
TEBRIZA-PAKROJA 120:19
ARTJOMA-POLOCKA 120:21
LOZANNA-ARTJOMA 120:25
PEDEDZE-AMERIKA 120:27
MUKDENA-LUCERNA 120:29
PUIKULE-SEVILJA 120:30
GDANSKA-ILMENIS 120:39
DAIVANA-KAZBEKS 120:4
LUCERNA-BRATSKA 120:42
LOKARNA-MENORKA 120:43
HARBINA-KAMBIJA 120:45
KAJENNA-VATERLO 120:46
OREGONA-METELIS 120:47
SALIENA-AMERIKA 120:49
MEISENE-GVINEJA 120:52
NEAPOLE-ILMENIS 120:52
HERSONA-TAIZEME 120:54
VILGALE-VIDAUJA 120:54
MEISENE-LONDONA 120:57
BENGAZI-ISIKULS 120:59
PALERMO-TOMBUKA 120:6
CEILONA-ILMENIS 120:60
KARTENA-GRUZIJA 120:64
ULBROKA-GVINEJA 120:66
RANGUNA-TRIPOLE 120:7
VERSEKA-PERLOJA 120:70
LAZDONA-NAHODKA 120:72
RANGUNA-ANGLIJA 120:75
ARIZONA-CEILONA 120:76
ABADANA-KAPSUKA 120:81
POCIEMS-LATGALE 120:86
TRAPENE-RAUDONE 120:88
HAIFONA-MIRNIJA 120:88
MENORKA-TOMBUKA 120:89
KARTENA-LOZANNA 120:90
KARTENA-ORINOKO 120:90
OREGONA-ORINOKO 120:98
LOKARNA-LAZDIJI 121:106
LUCERNA-BOMBEJA 121:106
PUIKULE-MEKSIKA 121:108
VERSEKA-METELIS 121:109
LIVORNA-BRUNEJA 121:11
OGLAINE-PUIKULE 121:11
KANTONA-BALTIJA 121:110
BOSTONA-MAKENZI 121:114
TRAPENE-BERGENA 121:114
TALLINA-BALTIJA 121:115
GARONNA-SEVILJA 121:116
EGLAINE-PEDEDZE 121:12
ZEMGALE-PASVALE 121:12
DUBLINA-PENKULE 121:123
ARKTIKA-MEKSIKA 121:124
LIVORNA-MUKDENA 121:124
ZEMGALE-DAMASKA 121:127
HARBINA-ANGLIJA 121:130
VILGALE-KAIBALA 121:132
ORINOKO-NIAMEJA 121:133
LUCERNA-VILGALE 121:133
KAPZEME-PASVALE 121:134
KALVENE-LONDONA 121:134
USTRONE-VIDZEME 121:135
GULBENE-SILMALA 121:136
ARTJOMA-SKOTIJA 121:136
LAPZEME-KAMBIJA 121:138
PAROGLE-SERBIJA 121:139
VIDZEME-TOBRUKA 121:140
HARBINA-GDANSKA 121:141
CEILONA-TEBRIZA 121:144
MEKSIKA-SIDNEJA 121:145
GARONNA-PUIKULE 121:146
TAIVANA-VERSEKA 121:146
LOKARNA-VERSEKA 121:147
SAFOLKA-SERBIJA 121:15
RAVENNA-LATVIJA 121:17
PASIENA-OBELIJA 121:18
HAIFONA-PUIKULE 121:2
MAKENZI-KAMPALA 121:23
HARBINA-PASIENA 121:25
HAIFONA-KVEBEKA 121:26
LIVORNA-LATVIJA 121:27
MEISENE-VATERLO 121:28
GARONNA-SERBIJA 121:3
PILZENE-ZEMGALE 121:32
KAIBALA-BRATSKA 121:34
TERMEZA-MILVOKI 121:34
ORINOKO-PAKROJA 121:37
ABAKANA-JERSIKA 121:4
KAJENNA-MILVOKI 121:42
SALVANA-KAIBALA 121:44
USTRONE-LAPZEME 121:47
UKRAINA-DURBANA 121:48
DAMASKA-SEIRIJI 121:49
PEDEDZE-TERMEZA 121:49
UKRAINA-ULBROKA 121:50
MINHENE-ABADANA 121:51
EGLAINE-LONDONA 121:52
GULBENE-LATGALE 121:53
RAUDONE-TRIPOLE 121:54
KAMPALA-SILMALA 121:55
ZAMBIJA-ANGLIJA 121:55
ZENTENE-PILTENE 121:57
LAPZEME-TOBRUKA 121:57
RAUDONE-KANTONA 121:6
OGLAINE-LAZDONA 121:60
EGLAINE-TOTNEMA 121:63
CEILONA-KAMBIJA 121:64
LAZDIJI-INDRAJI 121:66
LAZDONA-VIDAUJA 121:67
MBABANE-HARTUMA 121:67
SIESIKI-JERSIKA 121:68
HAVANNA-AMERIKA 121:68
ALABAMA-KAMBIJA 121:70
PILTENE-SAIGONA 121:71
KAIBALA-KORSIKA 121:72
GARONNA-LATGALE 121:80
SIESIKI-LATVIJA 121:81
BALTIJA-MIRNIJA 121:81
ABAKANA-VIDZEME 121:85
ARAGONA-NEAPOLE 121:88
LONDONA-RUMBULA 121:90
DURBANA-KAIBALA 121:90
HAIFONA-BENGAZI 121:91
HAIFONA-VIDZEME 121:93
PILTENE-PALERMO 121:93
HUDZONA-RUMBULA 121:96
KALVENE-AMERIKA 121:97
MINHENE-NEAPOLE 121:98
VILGALE-BALTIJA 121:98
KAMPALA-BRUNEJA 122:1
GARONNA-KAPSUKA 122:10
ARAGONA-VERDENA 122:102
NAHODKA-LATVIJA 122:103
RANGUNA-VILGALE 122:104
FORMOZA-METELIS 122:105
IGNALINA-VANAGI 122:105
HERSONA-SEVERNA 122:106
RAUDONE-KAIBALA 122:111
FORMOZA-KVEBEKA 122:116
ARIZONA-HARTUMA 122:118
MEISENE-SEVILJA 122:123
DAIVANA-KURZEME 122:127
OREGONA-MUKDENA 122:127
ISIKULS-GDANSKA 122:13
HUDZONA-ZEMGALE 122:14
BERGENA-SILMALA 122:14
SALIENA-MEKSIKA 122:14
SEVERNA-VILGALE 122:14
MARVELE-MILVOKI 122:14
ORINOKO-ARKTIKA 122:14
TOMBUKA-GORKIJA 122:140
ABAKANA-SEVILJA 122:140
